,miRNA,Target
36770,hsa-miR-134-5p/hsa-miR-3118,CAND1
36771,hsa-miR-147b,
36772,hsa-miR-503-5p,ZNF449
36773,hsa-miR-485-5p/hsa-miR-6884-5p,USP47
36774,hsa-miR-874-3p,HDAC1
36775,hsa-miR-329-3p/hsa-miR-362-3p,SEC63
36776,hsa-miR-652-3p,
36777,hsa-miR-133a-3p.1,PTPRD
36778,hsa-miR-450a-5p,
36779,hsa-miR-487b-3p,
36780,hsa-miR-331-3p,TP53
36781,hsa-miR-184,
36782,hsa-miR-615-3p,
36783,hsa-miR-210-3p,
36784,hsa-miR-126-3p.2,
36785,hsa-miR-127-3p,
36786,hsa-miR-758-3p,PKIA
36787,hsa-miR-423-3p,
36788,hsa-miR-744-5p,
36789,hsa-miR-490-3p,FBXL20
36790,hsa-miR-151a-5p/hsa-miR-151b,
36791,hsa-miR-551a/hsa-miR-551b-3p,
36792,hsa-miR-185-5p/hsa-miR-4306/hsa-miR-4644,WISP2
36793,hsa-miR-193a-5p,EPDR1
36794,hsa-miR-182-5p,GPC1
36795,hsa-miR-101-3p.2,MTDH
36796,hsa-miR-130a-3p/hsa-miR-130b-3p/hsa-miR-301a-3p/hsa-miR-301b-3p/hsa-miR-3666/hsa-miR-4295/hsa-miR-454-3p,MBD2
36797,hsa-miR-9-5p,CCNG1
36798,hsa-miR-1271-5p/hsa-miR-96-5p,STK17B
36799,hsa-miR-493-5p,RPL29
36800,hsa-miR-499a-5p,MAPK6
36801,hsa-miR-208a-3p/hsa-miR-208b-3p,TRIM67
36802,hsa-miR-128-3p/hsa-miR-216a-3p/hsa-miR-3681-3p,IKZF1
36803,hsa-miR-106a-5p/hsa-miR-106b-5p/hsa-miR-17-5p/hsa-miR-20a-5p/hsa-miR-20b-5p/hsa-miR-519d-3p/hsa-miR-526b-3p/hsa-miR-93-5p,SEMA7A
36804,hsa-miR-340-5p,SPPL2A
36805,hsa-miR-142-3p.2,ACTR1A
36806,hsa-miR-144-3p,RBM15B
36807,hsa-miR-27a-3p/hsa-miR-27b-3p,SNX12
36808,hsa-miR-145-5p/hsa-miR-5195-3p,ETS1
36809,hsa-miR-101-3p.1,KAT7
36810,hsa-miR-141-3p/hsa-miR-200a-3p,WTAP
36811,hsa-miR-30a-5p/hsa-miR-30b-5p/hsa-miR-30c-5p/hsa-miR-30d-5p/hsa-miR-30e-5p,MAP3K2
36812,hsa-miR-124-3p.1,FAM177A1
36813,hsa-miR-181a-5p/hsa-miR-181b-5p/hsa-miR-181c-5p/hsa-miR-181d-5p/hsa-miR-4262,SHOC2
36814,hsa-miR-300/hsa-miR-381-3p,KCTD15
36815,hsa-miR-133a-3p.2/hsa-miR-133b,GID8
36816,hsa-miR-129-5p,GLUL
36817,hsa-miR-140-3p.1,MYO5B
36818,hsa-let-7a-5p/hsa-let-7b-5p/hsa-let-7c-5p/hsa-let-7d-5p/hsa-let-7e-5p/hsa-let-7f-5p/hsa-let-7g-5p/hsa-let-7i-5p/hsa-miR-4458/hsa-miR-4500/hsa-miR-98-5p,YPEL2
36819,hsa-miR-302a-3p/hsa-miR-302b-3p/hsa-miR-302c-3p.1/hsa-miR-302d-3p/hsa-miR-302e/hsa-miR-372-3p/hsa-miR-373-3p/hsa-miR-520a-3p/hsa-miR-520b/hsa-miR-520c-3p/hsa-miR-520d-3p/hsa-miR-520e,FEM1C
36820,hsa-miR-183-5p.2,MSN
36821,hsa-miR-323a-3p,ADIPOR1
36822,hsa-miR-31-5p,KDELR2
36823,hsa-miR-129-1-3p/hsa-miR-129-2-3p,PLXNC1
36824,hsa-miR-1-3p/hsa-miR-206/hsa-miR-613,FAM126A
36825,hsa-miR-3167/hsa-miR-876-5p,SAMD8
36826,hsa-miR-183-5p.1,RNF2
36827,hsa-miR-135a-5p/hsa-miR-135b-5p,GSK3B
36828,hsa-miR-124-3p.2/hsa-miR-506-3p,DLGAP2
36829,hsa-miR-34a-5p/hsa-miR-34c-5p/hsa-miR-449a/hsa-miR-449b-5p,PKIA
36830,hsa-miR-142-5p/hsa-miR-5590-3p,CPEB3
36831,hsa-miR-802,KDM5A
36832,hsa-miR-421,AKAP1
36833,hsa-miR-103a-3p/hsa-miR-107,OAF
36834,hsa-miR-25-3p/hsa-miR-32-5p/hsa-miR-363-3p/hsa-miR-367-3p/hsa-miR-92a-3p/hsa-miR-92b-3p,PIK3CA
36835,hsa-miR-582-5p,DCAF7
36836,hsa-miR-29a-3p/hsa-miR-29b-3p/hsa-miR-29c-3p,NCKAP5L
36837,hsa-miR-495-3p/hsa-miR-5688,HSPA13
36838,hsa-miR-138-5p,BNIP3L
36839,hsa-miR-299-5p,RORB
36840,hsa-miR-219a-5p/hsa-miR-4782-3p/hsa-miR-6766-3p,RORA
36841,hsa-miR-137,HLF
36842,hsa-miR-203a-3p.1,SEMA4G
36843,hsa-miR-190a-5p/hsa-miR-190b,BNIP3L
36844,hsa-miR-21-5p/hsa-miR-590-5p,SRSF3
36845,hsa-miR-155-5p,SOCS6
36846,hsa-miR-501-3p/hsa-miR-502-3p,STIM2
36847,hsa-miR-455-3p.1,CD93
36848,hsa-miR-10a-5p/hsa-miR-10b-5p,BICD2
36849,hsa-miR-1297/hsa-miR-26a-5p/hsa-miR-26b-5p/hsa-miR-4465,DCDC2
36850,hsa-miR-410-3p,TMEM132B
36851,hsa-miR-543,ZDHHC3
36852,hsa-miR-302c-3p.2/hsa-miR-520f-3p,PCGF5
36853,hsa-miR-122-5p,IL1RN
36854,hsa-miR-142-3p.1,TPM4
36855,hsa-miR-125a-5p/hsa-miR-125b-5p/hsa-miR-4319,FBXO45
36856,hsa-miR-140-3p.2,HBP1
36857,hsa-miR-374a-5p/hsa-miR-374b-5p,ARL5A
36858,hsa-miR-132-3p/hsa-miR-212-3p,SIRT1
36859,hsa-miR-100-5p/hsa-miR-99a-5p/hsa-miR-99b-5p,
36860,hsa-miR-199a-3p/hsa-miR-199b-3p/hsa-miR-3129-5p,ENOX2
36861,hsa-miR-148a-3p/hsa-miR-148b-3p/hsa-miR-152-3p,PPP6R1
36862,hsa-miR-325-3p,TAS2R5
36863,hsa-miR-489-3p,DLX1
36864,hsa-miR-365a-3p/hsa-miR-365b-3p,TADA2A
36865,hsa-miR-223-3p,IL6ST
36866,hsa-miR-653-5p,P4HA1
36867,hsa-miR-139-5p,ZC3H12A
36868,hsa-miR-505-3p.1,PIM2
36869,hsa-miR-218-5p,AP3M1
36870,hsa-miR-202-5p,CCDC85C
36871,hsa-miR-483-3p.2,
36872,hsa-miR-24-3p,USP2
36873,hsa-miR-18a-5p/hsa-miR-18b-5p/hsa-miR-4735-3p,TEX2
36874,hsa-miR-1298-5p,
36875,hsa-miR-204-5p/hsa-miR-211-5p,TRIM24
36876,hsa-miR-433-3p,TTC13
36877,hsa-miR-376a-3p/hsa-miR-376b-3p,FBXO11
36878,hsa-miR-216b-5p,NEGR1
36879,hsa-miR-22-3p,DGKE
36880,hsa-miR-383-5p.1,DGAT2L6
36881,hsa-miR-203a-3p.2,NR1D2
36882,hsa-miR-455-3p.2,ZBTB20
36883,hsa-miR-19a-3p/hsa-miR-19b-3p,HNRNPUL1
36884,hsa-miR-455-5p,TMEM30A
36885,hsa-miR-496.1,
36886,hsa-miR-452-5p/hsa-miR-4676-3p/hsa-miR-892c-3p,BICD2
36887,hsa-miR-369-3p,MSL2
36888,hsa-miR-188-5p/hsa-miR-6866-3p,VPS53
36889,hsa-miR-221-3p/hsa-miR-222-3p,APPBP2
36890,hsa-miR-146a-5p/hsa-miR-146b-5p/hsa-miR-7153-5p,BRD4
36891,hsa-miR-361-5p,CD177
36892,hsa-miR-377-3p,MSRB3
36893,hsa-miR-224-5p,COLEC10
36894,hsa-miR-7-5p,SMG1
36895,hsa-miR-126-3p.1,
36896,hsa-miR-130a-5p/hsa-miR-23a-3p/hsa-miR-23b-3p/hsa-miR-23c,NOVA2
36897,hsa-miR-6835-3p,RAB3C
36898,hsa-miR-15a-5p/hsa-miR-15b-5p/hsa-miR-16-5p/hsa-miR-195-5p/hsa-miR-424-5p/hsa-miR-497-5p/hsa-miR-6838-5p,TFCP2L1
36899,hsa-miR-143-3p/hsa-miR-4770/hsa-miR-6088,DDX6
36900,hsa-miR-496.2,ZNF24
36901,hsa-miR-196a-5p/hsa-miR-196b-5p,DDX19B
36902,hsa-miR-3529-5p/hsa-miR-379-5p,
36903,hsa-miR-374c-5p/hsa-miR-655-3p,GRIA1
36904,hsa-miR-219a-2-3p,RAPGEF6
36905,hsa-miR-194-5p,SPCS2
36906,hsa-miR-199a-5p/hsa-miR-199b-5p,JPH3
36907,hsa-miR-28-3p,
36908,hsa-miR-140-5p,PITX2
36909,hsa-miR-342-3p,MATN1
36910,hsa-miR-192-5p/hsa-miR-215-5p,TDG
36911,hsa-miR-409-3p,CLYBL
36912,hsa-miR-382-3p,TYRP1
36913,hsa-miR-483-3p.1,
36914,hsa-miR-324-5p,
36915,hsa-miR-411-5p.1,
36916,hsa-miR-1224-5p,GPX5
36917,hsa-miR-150-5p,EBF3
36918,hsa-miR-378a-3p/hsa-miR-378b/hsa-miR-378c/hsa-miR-378d/hsa-miR-378e/hsa-miR-378f/hsa-miR-378h/hsa-miR-378i/hsa-miR-422a,SCN5A
36919,hsa-miR-136-5p,SLC2A8
36920,hsa-miR-151a-3p,
36921,hsa-miR-873-5p.1,H3F3A
36922,hsa-miR-486-5p,
36923,hsa-miR-1306-5p,BAZ2A
36924,hsa-miR-491-5p,FAM222B
36925,hsa-miR-33a-5p/hsa-miR-33b-5p,SH3KBP1
36926,hsa-miR-544a,CENPM
36927,hsa-miR-425-5p,TMEM237
36928,hsa-miR-1249-3p,
36929,hsa-miR-330-3p,TBC1D19
36930,hsa-miR-379-3p/hsa-miR-411-3p,ZNFX1
36931,hsa-miR-28-5p/hsa-miR-3139/hsa-miR-708-5p,PITPNM3
36932,hsa-miR-532-3p,RAB3B
36933,hsa-miR-668-3p,H3F3B
36934,hsa-miR-371a-5p,COL9A1
36935,hsa-miR-448,DESI2
36936,hsa-miR-338-3p,SLC25A16
36937,hsa-miR-873-5p.2,MTDH
36938,hsa-miR-205-5p,TBX18
36939,hsa-miR-326/hsa-miR-330-5p,LMNB2
36940,hsa-miR-216a-5p,PNRC1
36941,hsa-miR-154-3p/hsa-miR-487a-3p,
36942,hsa-miR-149-5p,BPTF
36943,hsa-miR-1193/hsa-miR-370-5p,COL5A1
36944,hsa-miR-214-5p,ASB6
36945,hsa-miR-542-3p,ENAH
36946,hsa-miR-494-3p,APLN
36947,hsa-miR-504-5p.1,PREX1
36948,hsa-miR-191-5p,
36949,hsa-miR-431-5p,
36950,hsa-miR-384,FAM46C
36951,hsa-miR-375,SRRM3
36952,hsa-miR-376c-3p,DOK6
36953,hsa-miR-383-5p.2,JAKMIP2
36954,hsa-miR-217/hsa-miR-6807-3p,POU3F3
36955,hsa-miR-1251-5p,
36956,hsa-miR-3064-5p/hsa-miR-6504-5p,C15orf39
36957,hsa-miR-409-5p,
36958,hsa-miR-362-5p,
36959,hsa-miR-193a-3p/hsa-miR-193b-3p,SON
36960,hsa-miR-411-5p.2,
36961,hsa-miR-488-3p,CAPRIN1
36962,hsa-miR-296-3p,
36963,hsa-miR-335-5p,SH3BP5
36964,hsa-miR-877-5p,
36965,hsa-miR-299-3p,
36966,hsa-miR-154-5p,
36967,hsa-miR-296-5p,ISCA2
36968,hsa-miR-346,HNRNPA1
36969,hsa-miR-382-5p,PDPK1
36970,hsa-miR-153-3p,NAV2
36971,hsa-miR-670-3p,FOXD2
36972,hsa-miR-212-5p,CTDSP2
36973,hsa-miR-186-5p,NDUFB9
36974,hsa-miR-532-5p,BLOC1S5
36975,hsa-miR-875-5p,
36976,hsa-miR-505-3p.2,STRN3
36977,hsa-miR-320a/hsa-miR-320b/hsa-miR-320c/hsa-miR-320d/hsa-miR-4429,SPTSSA
36978,hsa-miR-760,SOCS3
36979,hsa-miR-3184-5p/hsa-miR-423-5p,RASAL2
36980,hsa-miR-1197,CRTC3
36981,hsa-miR-485-3p/hsa-miR-539-3p,RNF19B
36982,hsa-miR-339-5p,TSPAN9
36983,hsa-miR-665,UNC5B
36984,hsa-miR-451a,
36985,hsa-miR-187-3p,
36986,hsa-miR-328-3p,GRAMD1B
36987,hsa-miR-493-3p,
36988,hsa-miR-412-5p,
36989,hsa-miR-134-5p/hsa-miR-3118,GBX2
36990,hsa-miR-147b,
36991,hsa-miR-503-5p,XPO4
36992,hsa-miR-485-5p/hsa-miR-6884-5p,KCNJ11
36993,hsa-miR-874-3p,ZBTB6
36994,hsa-miR-329-3p/hsa-miR-362-3p,ENSA
36995,hsa-miR-652-3p,
36996,hsa-miR-133a-3p.1,PRRX1
36997,hsa-miR-450a-5p,
36998,hsa-miR-487b-3p,
36999,hsa-miR-331-3p,ARRB1
37000,hsa-miR-184,
37001,hsa-miR-615-3p,
37002,hsa-miR-210-3p,
37003,hsa-miR-126-3p.2,
37004,hsa-miR-127-3p,
37005,hsa-miR-758-3p,OSBPL10
37006,hsa-miR-423-3p,
37007,hsa-miR-744-5p,
37008,hsa-miR-490-3p,SMARCD1
37009,hsa-miR-151a-5p/hsa-miR-151b,
37010,hsa-miR-551a/hsa-miR-551b-3p,
37011,hsa-miR-185-5p/hsa-miR-4306/hsa-miR-4644,AGO1
37012,hsa-miR-193a-5p,RPE
37013,hsa-miR-182-5p,HIF1AN
37014,hsa-miR-101-3p.2,MON2
37015,hsa-miR-130a-3p/hsa-miR-130b-3p/hsa-miR-301a-3p/hsa-miR-301b-3p/hsa-miR-3666/hsa-miR-4295/hsa-miR-454-3p,KLHL3
37016,hsa-miR-9-5p,SLC8A1
37017,hsa-miR-1271-5p/hsa-miR-96-5p,SLC26A9
37018,hsa-miR-493-5p,SYVN1
37019,hsa-miR-499a-5p,ITGBL1
37020,hsa-miR-208a-3p/hsa-miR-208b-3p,PACS2
37021,hsa-miR-128-3p/hsa-miR-216a-3p/hsa-miR-3681-3p,LCOR
37022,hsa-miR-106a-5p/hsa-miR-106b-5p/hsa-miR-17-5p/hsa-miR-20a-5p/hsa-miR-20b-5p/hsa-miR-519d-3p/hsa-miR-526b-3p/hsa-miR-93-5p,AGO3
37023,hsa-miR-340-5p,SLC30A4
37024,hsa-miR-142-3p.2,TFG
37025,hsa-miR-144-3p,SLC30A7
37026,hsa-miR-27a-3p/hsa-miR-27b-3p,PIK3CA
37027,hsa-miR-145-5p/hsa-miR-5195-3p,ZNF423
37028,hsa-miR-101-3p.1,SMARCA5
37029,hsa-miR-141-3p/hsa-miR-200a-3p,IKZF2
37030,hsa-miR-30a-5p/hsa-miR-30b-5p/hsa-miR-30c-5p/hsa-miR-30d-5p/hsa-miR-30e-5p,AMOTL2
37031,hsa-miR-124-3p.1,RAPGEF1
37032,hsa-miR-181a-5p/hsa-miR-181b-5p/hsa-miR-181c-5p/hsa-miR-181d-5p/hsa-miR-4262,PTEN
37033,hsa-miR-300/hsa-miR-381-3p,CHD1
37034,hsa-miR-133a-3p.2/hsa-miR-133b,ADCY5
37035,hsa-miR-129-5p,OPCML
37036,hsa-miR-140-3p.1,IPPK
37037,hsa-let-7a-5p/hsa-let-7b-5p/hsa-let-7c-5p/hsa-let-7d-5p/hsa-let-7e-5p/hsa-let-7f-5p/hsa-let-7g-5p/hsa-let-7i-5p/hsa-miR-4458/hsa-miR-4500/hsa-miR-98-5p,LIMD2
37038,hsa-miR-302a-3p/hsa-miR-302b-3p/hsa-miR-302c-3p.1/hsa-miR-302d-3p/hsa-miR-302e/hsa-miR-372-3p/hsa-miR-373-3p/hsa-miR-520a-3p/hsa-miR-520b/hsa-miR-520c-3p/hsa-miR-520d-3p/hsa-miR-520e,RAB11FIP1
37039,hsa-miR-183-5p.2,TCF7L2
37040,hsa-miR-323a-3p,SH2B3
37041,hsa-miR-31-5p,AP2B1
37042,hsa-miR-129-1-3p/hsa-miR-129-2-3p,VEZT
37043,hsa-miR-1-3p/hsa-miR-206/hsa-miR-613,GDAP1L1
37044,hsa-miR-3167/hsa-miR-876-5p,COL9A2
37045,hsa-miR-183-5p.1,SRSF2
37046,hsa-miR-135a-5p/hsa-miR-135b-5p,DAG1
37047,hsa-miR-124-3p.2/hsa-miR-506-3p,RNF216
37048,hsa-miR-34a-5p/hsa-miR-34c-5p/hsa-miR-449a/hsa-miR-449b-5p,XPO5
37049,hsa-miR-142-5p/hsa-miR-5590-3p,RHOQ
37050,hsa-miR-802,BMI1
37051,hsa-miR-421,RERE
37052,hsa-miR-103a-3p/hsa-miR-107,PRRT2
37053,hsa-miR-25-3p/hsa-miR-32-5p/hsa-miR-363-3p/hsa-miR-367-3p/hsa-miR-92a-3p/hsa-miR-92b-3p,GLRA1
37054,hsa-miR-582-5p,LRRC7
37055,hsa-miR-29a-3p/hsa-miR-29b-3p/hsa-miR-29c-3p,PIK3CB
37056,hsa-miR-495-3p/hsa-miR-5688,ZFAND3
37057,hsa-miR-138-5p,DTX1
37058,hsa-miR-299-5p,EDNRB
37059,hsa-miR-219a-5p/hsa-miR-4782-3p/hsa-miR-6766-3p,DDAH1
37060,hsa-miR-137,GLIS2
37061,hsa-miR-203a-3p.1,ST13
37062,hsa-miR-190a-5p/hsa-miR-190b,LRP1B
37063,hsa-miR-21-5p/hsa-miR-590-5p,HNRNPU
37064,hsa-miR-155-5p,CHD8
37065,hsa-miR-501-3p/hsa-miR-502-3p,PEX5L
37066,hsa-miR-455-3p.1,NEK8
37067,hsa-miR-10a-5p/hsa-miR-10b-5p,LCOR
37068,hsa-miR-1297/hsa-miR-26a-5p/hsa-miR-26b-5p/hsa-miR-4465,TRERF1
37069,hsa-miR-410-3p,KIAA0355
37070,hsa-miR-543,SENP2
37071,hsa-miR-302c-3p.2/hsa-miR-520f-3p,DYNC1LI2
37072,hsa-miR-122-5p,RASSF5
37073,hsa-miR-142-3p.1,RBFOX2
37074,hsa-miR-125a-5p/hsa-miR-125b-5p/hsa-miR-4319,MTUS1
37075,hsa-miR-140-3p.2,BDNF
37076,hsa-miR-374a-5p/hsa-miR-374b-5p,NEUROD1
37077,hsa-miR-132-3p/hsa-miR-212-3p,SPAST
37078,hsa-miR-100-5p/hsa-miR-99a-5p/hsa-miR-99b-5p,
37079,hsa-miR-199a-3p/hsa-miR-199b-3p/hsa-miR-3129-5p,YWHAE
37080,hsa-miR-148a-3p/hsa-miR-148b-3p/hsa-miR-152-3p,CUL5
37081,hsa-miR-325-3p,ZNF777
37082,hsa-miR-489-3p,SOX12
37083,hsa-miR-365a-3p/hsa-miR-365b-3p,NR2F2
37084,hsa-miR-223-3p,ULK2
37085,hsa-miR-653-5p,APLN
37086,hsa-miR-139-5p,MRPS25
37087,hsa-miR-505-3p.1,GPC6
37088,hsa-miR-218-5p,SOCS7
37089,hsa-miR-202-5p,ZMYND11
37090,hsa-miR-483-3p.2,
37091,hsa-miR-24-3p,UBN2
37092,hsa-miR-18a-5p/hsa-miR-18b-5p/hsa-miR-4735-3p,EHMT1
37093,hsa-miR-1298-5p,
37094,hsa-miR-204-5p/hsa-miR-211-5p,DCX
37095,hsa-miR-433-3p,ENAH
37096,hsa-miR-376a-3p/hsa-miR-376b-3p,DUSP18
37097,hsa-miR-216b-5p,GAD1
37098,hsa-miR-22-3p,NUS1
37099,hsa-miR-383-5p.1,SLA
37100,hsa-miR-203a-3p.2,TMED8
37101,hsa-miR-455-3p.2,ARMC8
37102,hsa-miR-19a-3p/hsa-miR-19b-3p,NUFIP2
37103,hsa-miR-455-5p,KCNJ2
37104,hsa-miR-496.1,
37105,hsa-miR-452-5p/hsa-miR-4676-3p/hsa-miR-892c-3p,ANK2
37106,hsa-miR-369-3p,SP3
37107,hsa-miR-188-5p/hsa-miR-6866-3p,ESR1
37108,hsa-miR-221-3p/hsa-miR-222-3p,FOXP2
37109,hsa-miR-146a-5p/hsa-miR-146b-5p/hsa-miR-7153-5p,LRP2
37110,hsa-miR-361-5p,AJAP1
37111,hsa-miR-377-3p,SEC16B
37112,hsa-miR-224-5p,KPNA4
37113,hsa-miR-7-5p,LEMD3
37114,hsa-miR-126-3p.1,
37115,hsa-miR-130a-5p/hsa-miR-23a-3p/hsa-miR-23b-3p/hsa-miR-23c,MDFI
37116,hsa-miR-6835-3p,RANBP2
37117,hsa-miR-15a-5p/hsa-miR-15b-5p/hsa-miR-16-5p/hsa-miR-195-5p/hsa-miR-424-5p/hsa-miR-497-5p/hsa-miR-6838-5p,CAPRIN1
37118,hsa-miR-143-3p/hsa-miR-4770/hsa-miR-6088,SLU7
37119,hsa-miR-496.2,
37120,hsa-miR-196a-5p/hsa-miR-196b-5p,ZNF200
37121,hsa-miR-3529-5p/hsa-miR-379-5p,
37122,hsa-miR-374c-5p/hsa-miR-655-3p,RASA2
37123,hsa-miR-219a-2-3p,GABRP
37124,hsa-miR-194-5p,SOX6
37125,hsa-miR-199a-5p/hsa-miR-199b-5p,PLXNC1
37126,hsa-miR-28-3p,
37127,hsa-miR-140-5p,SATB2
37128,hsa-miR-342-3p,GMEB1
37129,hsa-miR-192-5p/hsa-miR-215-5p,PDP1
37130,hsa-miR-409-3p,RORB
37131,hsa-miR-382-3p,DENND5B
37132,hsa-miR-483-3p.1,
37133,hsa-miR-324-5p,
37134,hsa-miR-411-5p.1,
37135,hsa-miR-1224-5p,BAG1
37136,hsa-miR-150-5p,ENSA
37137,hsa-miR-378a-3p/hsa-miR-378b/hsa-miR-378c/hsa-miR-378d/hsa-miR-378e/hsa-miR-378f/hsa-miR-378h/hsa-miR-378i/hsa-miR-422a,SHANK3
37138,hsa-miR-136-5p,PHKA1
37139,hsa-miR-151a-3p,
37140,hsa-miR-873-5p.1,ENAH
37141,hsa-miR-486-5p,
37142,hsa-miR-1306-5p,ITPA
37143,hsa-miR-491-5p,SAP30BP
37144,hsa-miR-33a-5p/hsa-miR-33b-5p,ADD1
37145,hsa-miR-544a,WNT10B
37146,hsa-miR-425-5p,DYNC1I2
37147,hsa-miR-1249-3p,
37148,hsa-miR-330-3p,FRAS1
37149,hsa-miR-379-3p/hsa-miR-411-3p,RAPGEF1
37150,hsa-miR-28-5p/hsa-miR-3139/hsa-miR-708-5p,SLC25A12
37151,hsa-miR-532-3p,B4GALT5
37152,hsa-miR-668-3p,UPP2
37153,hsa-miR-371a-5p,ACSL3
37154,hsa-miR-448,NEUROD2
37155,hsa-miR-338-3p,DUSP2
37156,hsa-miR-873-5p.2,CTBP2
37157,hsa-miR-205-5p,RNF4
37158,hsa-miR-326/hsa-miR-330-5p,C5orf22
37159,hsa-miR-216a-5p,RERE
37160,hsa-miR-154-3p/hsa-miR-487a-3p,
37161,hsa-miR-149-5p,SMC1A
37162,hsa-miR-1193/hsa-miR-370-5p,BMPR1A
37163,hsa-miR-214-5p,GPR39
37164,hsa-miR-542-3p,VASH2
37165,hsa-miR-494-3p,CKS1B
37166,hsa-miR-504-5p.1,HOXA3
37167,hsa-miR-191-5p,
37168,hsa-miR-431-5p,
37169,hsa-miR-384,SLC16A1
37170,hsa-miR-375,NLK
37171,hsa-miR-376c-3p,MSX1
37172,hsa-miR-383-5p.2,GSTCD
37173,hsa-miR-217/hsa-miR-6807-3p,STRN
37174,hsa-miR-1251-5p,
37175,hsa-miR-3064-5p/hsa-miR-6504-5p,RCC2
37176,hsa-miR-409-5p,
37177,hsa-miR-362-5p,
37178,hsa-miR-193a-3p/hsa-miR-193b-3p,ING1
37179,hsa-miR-411-5p.2,
37180,hsa-miR-488-3p,NADK
37181,hsa-miR-296-3p,
37182,hsa-miR-335-5p,HELLS
37183,hsa-miR-877-5p,
37184,hsa-miR-299-3p,
37185,hsa-miR-154-5p,
37186,hsa-miR-296-5p,TMEM229B
37187,hsa-miR-346,ZNF423
37188,hsa-miR-382-5p,NAALADL2
37189,hsa-miR-153-3p,EFNB2
37190,hsa-miR-670-3p,PARVA
37191,hsa-miR-212-5p,LARP4
37192,hsa-miR-186-5p,LIN7C
37193,hsa-miR-532-5p,NFIB
37194,hsa-miR-875-5p,
37195,hsa-miR-505-3p.2,BCL11B
37196,hsa-miR-320a/hsa-miR-320b/hsa-miR-320c/hsa-miR-320d/hsa-miR-4429,TSC1
37197,hsa-miR-760,HIST1H1B
37198,hsa-miR-3184-5p/hsa-miR-423-5p,NBEAL2
37199,hsa-miR-1197,GLG1
37200,hsa-miR-485-3p/hsa-miR-539-3p,REPS2
37201,hsa-miR-339-5p,DAAM2
37202,hsa-miR-665,HM13
37203,hsa-miR-451a,
37204,hsa-miR-187-3p,
37205,hsa-miR-328-3p,H2AFX
37206,hsa-miR-493-3p,
37207,hsa-miR-412-5p,
37208,hsa-miR-134-5p/hsa-miR-3118,TMEM229B
37209,hsa-miR-147b,
37210,hsa-miR-503-5p,HECTD4
37211,hsa-miR-485-5p/hsa-miR-6884-5p,GAB2
37212,hsa-miR-874-3p,SLC31A1
37213,hsa-miR-329-3p/hsa-miR-362-3p,FAM204A
37214,hsa-miR-652-3p,
37215,hsa-miR-133a-3p.1,SGK1
37216,hsa-miR-450a-5p,
37217,hsa-miR-487b-3p,
37218,hsa-miR-331-3p,CASK
37219,hsa-miR-184,
37220,hsa-miR-615-3p,
37221,hsa-miR-210-3p,
37222,hsa-miR-126-3p.2,
37223,hsa-miR-127-3p,
37224,hsa-miR-758-3p,COL4A4
37225,hsa-miR-423-3p,
37226,hsa-miR-744-5p,
37227,hsa-miR-490-3p,DDX17
37228,hsa-miR-151a-5p/hsa-miR-151b,
37229,hsa-miR-551a/hsa-miR-551b-3p,
37230,hsa-miR-185-5p/hsa-miR-4306/hsa-miR-4644,SAR1A
37231,hsa-miR-193a-5p,MEIS1
37232,hsa-miR-182-5p,SHC4
37233,hsa-miR-101-3p.2,SIX4
37234,hsa-miR-130a-3p/hsa-miR-130b-3p/hsa-miR-301a-3p/hsa-miR-301b-3p/hsa-miR-3666/hsa-miR-4295/hsa-miR-454-3p,TGFBR2
37235,hsa-miR-9-5p,RANBP17
37236,hsa-miR-1271-5p/hsa-miR-96-5p,KCNN3
37237,hsa-miR-493-5p,FGF19
37238,hsa-miR-499a-5p,H3F3B
37239,hsa-miR-208a-3p/hsa-miR-208b-3p,THRA
37240,hsa-miR-128-3p/hsa-miR-216a-3p/hsa-miR-3681-3p,PHB
37241,hsa-miR-106a-5p/hsa-miR-106b-5p/hsa-miR-17-5p/hsa-miR-20a-5p/hsa-miR-20b-5p/hsa-miR-519d-3p/hsa-miR-526b-3p/hsa-miR-93-5p,EPHA7
37242,hsa-miR-340-5p,EIF3J
37243,hsa-miR-142-3p.2,TMEM200B
37244,hsa-miR-144-3p,GSPT2
37245,hsa-miR-27a-3p/hsa-miR-27b-3p,DKK2
37246,hsa-miR-145-5p/hsa-miR-5195-3p,TAOK1
37247,hsa-miR-101-3p.1,TRPV3
37248,hsa-miR-141-3p/hsa-miR-200a-3p,SORBS2
37249,hsa-miR-30a-5p/hsa-miR-30b-5p/hsa-miR-30c-5p/hsa-miR-30d-5p/hsa-miR-30e-5p,OSBPL8
37250,hsa-miR-124-3p.1,AP1M2
37251,hsa-miR-181a-5p/hsa-miR-181b-5p/hsa-miR-181c-5p/hsa-miR-181d-5p/hsa-miR-4262,CNOT2
37252,hsa-miR-300/hsa-miR-381-3p,IMPACT
37253,hsa-miR-133a-3p.2/hsa-miR-133b,DUSP7
37254,hsa-miR-129-5p,FIGN
37255,hsa-miR-140-3p.1,LFNG
37256,hsa-let-7a-5p/hsa-let-7b-5p/hsa-let-7c-5p/hsa-let-7d-5p/hsa-let-7e-5p/hsa-let-7f-5p/hsa-let-7g-5p/hsa-let-7i-5p/hsa-miR-4458/hsa-miR-4500/hsa-miR-98-5p,MIEF1
